tmid,period_min,period_max,place,diplomatic,lemmatized
74610,4,4,Kellis,"Οὐαλερίῳ Μερκουλι ἀδελφῷ χαίρειν . παράσχου Ἀχιλλεῖ Τιν̣α̣π̣οσι Χόρτου δέσμας δεκαπέντε καλα* , ἀλλὰ πάντως ὑπὲρ ιγ ἰνδικ(τίονος) . ἔρρωσθαι σεσε εὔχ[ο]-μαι , ἄδελφε .","[['Οὐαλέριος', 'Μερκουλις', 'ἀδελφός', 'χαίρω', '.', ''], ['παρέχω', 'Ἀχιλλεύς', 'Τιναπους', 'Χόρτος', 'δέσμη', 'δεκαπέντε', 'καλός', ',', 'ἀλλά', 'πάντως', 'ὑπέρ', 'ιγ#', 'ἰνδικτιών', '.', ''], ['ῥώννυμι', '_', 'εὔχομαι', ',', 'ἀδελφός', '.']]"
69819,-1,-1,Herakleopolites,"Ἀ̣ν̣ε(…) (ἔτους) λα Παῦνι κϛ ἀντίγρ(αφον) (ἔτους) λα Παῦνι κϛ ἐὰν οἱ παρὰ Λεωνίδου τοῦ τετ̣α̣γ̣μ̣[ένου] πρὸς τῆι σιτολογίαι παρα̣λαμβάνωσι κατὰ τὸν̣ παρὰ Σαραπίωνος τοῦ ἐπὶ τῶν πρ̣[οσόδων] χ̣ρ̣η̣ματισμὸν ἀντὶ τῆ̣ς λ̣οιπ[ογραφου]-μ̣έ̣ν̣η̣ς̣ ἐ̣ν τοῖς κατὰ σὲ τόποις ὀ[λύρας] πα̣ρ̣ʼ Ὥ̣ρου τῶν ἀπομετ̣ρ̣[ουμένων] εἰς πλ̣ο̣ῖ̣ον Ἀντιπ̣ά̣τρου (ἀρταβῶν) [ὀλύρας] [,] \παραλαβοῦ/ συνπροο̣ῦ̣* τὸν κατάλογον ὀλ̣[υρῶν] [ὡς] [εἴ(θισται)] κ̣[αὶ] [σ]ύ̣(μβολον) [καὶ] ἀ̣ν̣[τι]σύ(μβολον) [ποίη(σαι)] π̣[ρὸς]","[['_', 'ἔτος', 'λα', 'Παῦνι', 'κϛ#', 'ἀντίγραφον', 'ἔτος', 'λα', 'Παῦνι', 'κϛ#', 'ἐάν', 'ὁ', 'παρά', 'Λεωνίδας', 'ὁ', 'τάσσω', 'πρός', 'ὁ', 'σιτολογία', 'παραλαμβάνω', 'κατά', 'ὁ', 'παρά', 'Σαραπίων', 'ὁ', 'ἐπί', 'ὁ', 'πρόσοδος', 'χρηματισμός', '_', 'ἀντί', 'ὁ', 'λοιπογραφέω', 'ἐν', 'ὁ', 'κατά', 'σύ', 'τόπος', 'ὄλυρα', 'παρά', 'Ὧρος', 'ὁ', 'ἀπομετρέω', 'εἰς', 'πλοῖον', 'Ἀντίπατρος', 'ἀρτάβη', 'ὄλυρα', '_', ',', 'παραλαμβάνω', 'συμπροίημι', 'ὁ', 'κατάλογος', 'ὄλυρα', 'ὡς', 'ἐθίζω', 'καί', 'σύμβολον', 'καί', 'ἀντισύμβολον', 'ποιέω', 'πρός', '_']]"
73614,2,2,Claudianus Mons,τῶν ἀπὸ [νουμέρου] [Πορφ]υρίτου Ἀλεξάνδρῳ [κιβαριάτῃ] [τοῦ] [α]ὐτοῦ νουμέρου [χαίρειν] [.] [καλῶς] ποιήσεις δοὺς ε Παχων [χω]ρὶς πάσης ἀντιλογίας .,"[['_', 'ὁ', 'ἀπό', 'νούμερος', 'Πορφυρίτης', 'Ἀλέξανδρος', 'κιβαριάτης', 'ὁ', 'αὐτός', 'νούμερος', 'χαίρω', '.', ''], ['καλός', 'ποιέω', 'δίδωμι', '_', '_', 'Παχων', '_', '_', 'χωρίς', 'πᾶς', 'ἀντιλογία', '.']]"
19640,2,2,Hermopolis,"χαῖρε , κυρι* μου ἄδελφε Ἀπολλώνιε . Ἀσίννις σε ἀσπάζομαι σὺν τοῖς ἐμοῖς ἐρρωμένος καὶ τὰ αὐτὰ εὐχόμενός σε . τῆς κέλευσον τοὺς μολιβδουρ-γοὺς τοὺς ποιήσαντας τὸ βαλανῖον* ἐξελθεῖν καὶ καπνίσαι αὐτό , ἵνα εἰς τρίτην δυνασθῶ[σι]ν","[['χαίρω', ',', 'κύριος', 'ἐγώ', 'ἀδελφός', 'Ἀπολλώνιος', '.'], ['Ἀσίννις', 'σύ', 'ἀσπάζομαι', 'σύν', 'ὁ', 'ἐμός', 'ἐρρωμένος', 'καί', 'ὁ', 'αὐτός', 'εὔχομαι', 'σύ', '.'], ['ὁ', '_', '_'], ['_', 'κελεύω', 'ὁ', 'μολιβδουργός', 'ὁ', 'ποιέω', 'ὁ', 'βαλανεῖον', 'ἐξέρχομαι', 'καί', 'καπνίζω', 'αὐτός', ',', 'ἵνα', 'εἰς', 'τρίτος', 'δύναμαι', '_']]"
11045,3,3,Theadelpheia,Ἀτίων Ἡρωνείνῳ τῷ τιμιω-τάτῳ χαίρειν . μετέδωκα τῷ κυρίῳ μου Ἀλυπίῳ ἕνεκεν τοῦ ταυρικοῦ ἕως παρηγ|apostrophe|γέλη* Κυριακὸς κατελθεῖν ἐπʼ αὐ-τό . περὶ ὧν ἄλλων ἠ* θέλις* γράψον μοι ὄντι ἐν τῷ Νεικομήδους . πᾶν οὖν ποίησο̣(ν?) ὡς ἔγραψέν σοι ὁ εὐσχή-μων νυκὸς* ἀπόστειλον τὰ πέντε κτήνη εἰς τὸ Βέβρυχος μεθʼ ὧν ἔχουσι σάκκων γεμίσας τὰ ἐκκενωθέντα τότε σιτάρια . εἰ δὲ μὴ ἔχουσι τοὺς τέσσαρες* σάκκους γεμίσαι οὗς ἔχουσι γόμωσον καὶ τὰ ἄλλα εἰς τὸ Βέβρυχος τὰ κενὰ γεμίζω . ἐρρῶσθαί σευχ* |extra|* τιμιώ(τατε),"[['Ἀτίων', 'Ἡρωνεῖνος', 'ὁ', 'τίμιος', 'χαίρω', '.', ''], ['μεταδίδωμι', 'ὁ', 'κύριος', 'ἐγώ', 'Ἀλύπιος', 'ἕνεκα', 'ὁ', 'ταυρικός', 'ἕως', 'παραγγείλλω', 'Κυριακός', 'κατέρχομαι', 'ἐπί', 'αὐτός', '.'], ['περί', 'ὅς', 'ἄλλος', 'εἰ', 'ἐθέλω', 'γράφω', 'ἐγώ', 'εἰμί', 'ἐν', 'ὁ', 'Νεικομήδης', '.'], ['πᾶς', 'οὖν', 'ποιέω', 'ὡς', 'γράφω', 'σύ', 'ὁ', 'εὐσχήμων', 'νύξ', 'ἀποστέλλω', 'ὁ', 'πέντε', 'κτῆνος', 'εἰς', 'ὁ', 'Βέβρυχος', '_'], ['_', 'μετά', 'ὅς', 'ἔχω', 'σάκκος', 'γεμίζω', 'ὁ', 'ἐκκενόω', 'τότε', 'σιτάριον', '.', ''], ['εἰ', 'δέ', 'μή', 'ἔχω', 'ὁ', 'τέσσαρες', 'σάκκος', 'γεμίζω', 'εἰς', 'ἔχω', 'γομόω', 'καί', 'ὁ', 'ἄλλος', 'εἰς', 'ὁ', 'Βέβρυχος', 'ὁ', 'κενός', 'γεμίζω', '.'], ['ῥώννυμι', 'σύ', 'εὔχομαι', 'τίμιος']]"
14143,3,3,Bakchias,Αὐρ̣η̣λίῳ Ἰσιδότῳ τῷ καὶ Ὡριγένει βασιλ(ικῷ) γρα(μματεῖ) Ἀρσι(νοίτου) Ἡρα(κλείδου) μερίδος παρὰ Ἱερανούπεως Πετύρεως ἱερέως ἱεροῦ Σοκνοβραίσεως θεοῦ μεγάλου μεγάλου κώμης Βακχιάδος . κατεχώρισ̣α γρα-φὴν χειρισμοῦ καὶ ἱερέων τοῦ ἐνεστῶτος κ (ἔτους) κατεχωρίσθη βασιλ(ικῷ) γρα(μματεῖ) Μεσορὴ λ .,"[['Αὐρήλιος', 'Ἰσίδοτος', 'ὁ', 'καί', 'Ὡριγένις', 'βασιλικός', 'γραμματεύς', 'Ἀρσινοΐτης', 'Ἡρακλείδης', 'μερίς', 'παρά', 'Ἱερανοῦπις', 'Πετῦρις', 'ἱερεύς', 'ἱερός', 'Σόκνοβραισις', 'θεός', 'μέγας', 'μέγας', 'κώμη', 'Βακχιάς', '.', ''], ['καταχωρίζω', 'γραφή', 'χειρισμός', 'καί', 'ἱερεύς', 'ὁ', 'ἐνίστημι', 'κ#', 'ἔτος', 'καταχωρίζω', 'βασιλικός', 'γραμματεύς', 'Μεσορή', 'λ#', '.']]"
78232,-3,-3,Egypt,τῶν ἀπ̣[ογεγ]ραμ̣μένων χρημάτ̣[ων] αὐτ̣ὸς δὲ μὴ̣ παρενόχλουν πρὸς ἐμὲ,"[['_', ''], ['_', 'ὁ', 'ἀπογράφω', 'χρῆμα', 'αὐτός', 'δέ', 'μή', 'παρενοχλέω', 'πρός', 'ἐγώ', '_', '_']]"
8305,-2,-2,Herakleopolis,πρὸς Διο[νύσιον?] [τὸν] τραπεζ[ίτην] [τῆς] [ἐν] Ἡ̣ρ̣ακλ[έους] [πόλει?] [τραπέζης],"[['πρός', 'Διονύσιος', 'ὁ', 'τραπεζίτης', 'ὁ', 'ἐν', 'Ἡρακλῆς', 'πόλις', 'τράπεζα', '_', '']]"
34398,4,5,Kysis,Ἰωάννη[ς] Ἀπόλλω[ν?] δὸς Μο[υσῆτι] ἀνν[ώνας],"[['Ἰωάννης', '_', ''], ['_', 'Ἀπόλλων', '_', ''], ['_', 'δίδωμι', 'Μουσῆς', '_'], ['_', 'ἀννώνη', '_', ''], ['_', '_', '']]"
2322,-3,-3,Arsinoites,[Φι]λ̣ί̣ππωι χαίρειν . πωλεῖσθαι [ἐν] [Κροκοδίλω]ν̣ πόλει \χόρτον/ . καλῶς̣ οὖν [ποιήσεις] δραμὼν π̣ε̣ρὶ τῆς [ἵ]πποι [ἀπεστείλ]αμεν εἰς τὰς [ἵ]ππους ἱππῶνα β̣ασι-[λικόν] δεῖξον [ἔρρ]ωσο Φιλίππωι,"[['_', ''], ['_', 'Φίλιππος', 'χαίρω', '.'], ['_', ''], ['_', 'πωλέω', '_', ''], ['_', 'ἐν', 'Κροκόδιλος', 'πόλις', 'χόρτος', '.'], ['καλός', 'οὖν', 'ποιέω', '_'], ['_', 'τρέχω', 'περί', 'ὁ', '_'], ['_', '_', ''], ['_', 'ἵππος', '_', '_', ''], ['_', 'ἀποστέλλω', 'εἰς', 'ὁ', '_'], ['_', 'ἵππος', '_', ''], ['_', 'ἱππών', 'βασιλικός', '_', ''], ['_', 'δείκνυμι', '_'], ['_', '_', ''], ['_', 'ῥώννυμι'], ['Φίλιππος', '']]"
26507,2,3,Egypt,[ἀντίγρα]φον ἐπιστολ(ῆς) . [Πολυδ]εύκης Θέωνι τῶι τιμ̣ι̣ωτάτωι χαίρειν . [ἐπικαλο]ῦ̣μαι θεοὺς πάντας · [ἀπολίπῃ]ς καὶ̣ τ̣ὸ̣ν̣ ἀδελφόν σου Χ̣ρ̣α̣τίωνα . [καὶ] [γὰρ] ἀφʼ ἧς̣ ὥ̣ρ̣ας ἀπέ̣στης ἐ[ν] [δ]υ̣στρα-[πέλωι] [π]ράγματ̣[ί] εἰμι̣ τοῦ ἀδελφ̣[ο]ῦ̣ μου ὡς ἔοικεν - διο̣ιδῶ τὴν ε̣[ὐ]βούλου . ὡς δʼ ἐπ̣ε̣θ̣ε̣ώρη-[σεν] [εὐθ]ὺς καὶ κατενόησε τὸ ὑπ̣ο̣ποι-[εῖσθαι] ἀποναρκήσαντος οὕτως̣ ὥστε [ἐφάνη] νοσεῖν . καὶ μέχρι τούτ[ο]υ̣ οὐκ ἐ-[νέβα]λ̣όν σοι ο̣ἰόμενος ὅτι ἢ π̣ρ̣οτρέ-[ψασθαι] αὐτὸν ἢ̣ ἀναγκάσαι δυνήσομαι . [ἀλλʼ] [οὐ] μέντοι π̣ρ̣ὸς οὐδὲν ὑπείκ̣ει . ἀποσταφείς οὐδέ σοι ὑπʼ ἀνθρώπου τουτο* τὸν τρόπον διακειμ̣ένου παραμεληθῆναι . [ἑ]τ̣έ̣ρ[ω]ν σοι διαφε̣ρ̣όντων νῦν καὶ τ̣όν-δε δ̣[έξ]αι . συμ[β]ο̣υλεύω ἑ̣τέρως ἵνα ἡμᾶς [σ]κέψα̣[σ]θαι . καὶ τε-θαρρημένως σαυτὸν ἐπίδος ἐπ[ὶ] [τ]ῇ τῶ[ν] σῶν φροντίδι .,"[['ἀντίγραφον', 'ἐπιστολή', '.', ''], ['Πολυδεύκης', 'Θέων', 'ὁ', 'τίμιος', '_', ''], ['_', 'χαίρω', '.'], ['ἐπικαλέω', 'θεός', 'πᾶς', '·'], ['_', 'ἀπολείπω', 'καί', 'ὁ', 'ἀδελφός', 'σύ', 'Χρατίων', '.'], ['καί', 'γάρ', 'ἀπό', 'ὅς', 'ὥρα', 'ἀφίστημι', 'ἐν', 'δυστράπελος', 'πρᾶγμα', 'εἰμί', 'ὁ', 'ἀδελφός', 'ἐγώ', '_', 'ὡς', 'ἔοικα', '-', 'διοιδάω', 'ὁ', '_', '_', 'εὔβουλος', '.'], ['ὡς', 'δέ', 'ἐπιθεωρέω', 'εὐθύς', 'καί', 'κατανοέω', 'ὁ', 'ὑποποιέω', 'ἀποναρκάω', 'οὕτως', 'ὥστε', 'φαίνω', 'νοσέω', '.', ''], ['καί', 'μέχρι', 'οὗτος', 'οὐ', 'ἐμβάλλω', 'σύ', 'οἴομαι', 'ὅτι', 'ἤ', 'προσρέπω', 'αὐτός', 'ἤ', 'ἀναγκάζω', 'δύναμαι', '.'], ['ἀλλά', 'οὐ', 'μέντοι', 'πρός', 'οὐδείς', 'ὑπείκω', '.'], ['_', 'ἀποστέφω', 'οὐδέ', 'σύ', '_', 'ὑπό', 'ἄνθρωπος', 'οὗτος', 'ὁ', 'τρόπος', 'διάκειμαι', 'παρεπιμελέομαι', '.', ''], ['ἕτερος', 'σύ', 'διαφέρω', 'νῦν', 'καί', 'ὅδε', 'δέχομαι', '.'], ['συμβουλεύω', 'ἕτερος', 'ἵνα', 'ἐγώ', 'σκέπτομαι', '_', '.'], ['καί', 'τεθαρρημένως', 'σεαυτοῦ', 'ἐπιδίδωμι', 'ἐπί', 'ὁ', 'ὁ', 'σός', 'φροντίς', '.']]"
92455,6,6,Arsinoites,προσερχομεν αὐτῶν . ἀνήνεγκα δὲ τῇ αὐτοῦ θεοφ̣ι̣λί̣ᾳ περὶ τῶν κ̣α̣ὶ̣ ἐλαλή̣θησαν . καὶ ἐπέτρεψέν μοι τ̣ὰ βοΐδι<α> τὰ λημφθέ̣ντα* παρ’ α̣ὐτῶν τὰ ὕστερα [ἐπ]έτρεψεν δὲ αὐτοῖς τοὺς ἀνθρώπους̣ τοὺς κρατηθέντας θελήσατε οὖν τὰ εἰρημένα βοΐδια παρασκευάσαι κ̣αὶ ἀναλαβεῖν τοὺς ἀνθ̣ρ̣ώπους ὑ̣μ̣ῶν̣ .,"[['_', ''], ['_', '_', ''], ['_', '_', '_', '_', '_', '_', ''], ['_', 'αὐτός', '.', ''], ['ἀναφέρω', 'δέ', 'ὁ', 'αὐτός', 'θεοφιλία', 'περί', 'ὁ', '_'], ['_', 'καί', '_', 'λαλέω', '.'], ['καί', 'ἐπιτρέπω', 'ἐγώ', '_'], ['_', 'ὁ', 'βοίδιον', 'ὁ', 'λαμβάνω', 'παρά', 'αὐτός', 'ὁ', 'ὕστερος', '_', ''], ['_', 'ἐπιτρέπω', 'δέ', 'αὐτός', 'ὁ', 'ἄνθρωπος', 'ὁ', 'κρατέω', '_'], ['_', 'ἐθέλω', 'οὖν', 'ὁ', 'λέγω', 'βοίδιον', 'παρασκευάζω', '_'], ['_', 'καί', 'ἀναλαμβάνω', 'ὁ', 'ἄνθρωπος', 'σύ', '.']]"
33295,4,4,Egypt,[ἀ]π̣ὸ Κελεαριάδ(ος) ἀδελφῆς,"[['_', ''], ['_', ''], ['_', 'ἀπό', 'Κελεαριάς', 'ἀδελφή', '']]"
39095,7,7,Upper Egypt,[γ]ένημα ἀγοράσαι εἰς τὴν πόλιν τῆς ὑμετέρας θεοφυλ(άκτου) καὶ περιβλ(έπτου) ἀδελφότητος [λ]αχανοσπέρμου . παρακληθῇ οὖν καὶ π[έμ]ψαι μοι διὰ τοῦ παρ[όν]το[ς] [σ]τρ[α]τι[ώτου] ὁλοκοττινοῦ . καὶ ἀσπάζομαι αὐτὴν διὰ τοῦ γράμματος τῷ τὰ π(άντα) περιβλ(έπτῳ) (καὶ) τιμ(αξίῳ) ἀδελφῷ Παπᾷ παγ[άρχῳ] [Ἀπώλλωνος] [Ἄνω],"[['_', ''], ['_', '_', ''], ['_', 'γένημα', 'ἀγοράζω', 'εἰς', 'ὁ', 'πόλις', 'ὁ', 'ὑμέτερος', 'θεοφύλακτος', 'καί', 'περίβλεπτος', 'ἀδελφότης', '_', ''], ['_', 'λαχανόσπερμον', '.', ''], ['παρακαλέω', 'οὖν', 'καί', 'πέμπω', 'ἐγώ', 'διά', 'ὁ', 'πάρειμι', 'στρατιώτης', '_'], ['_', 'ὁλοκοττινέομαι', '.'], ['καί', 'ἀσπάζομαι', 'αὐτός', 'διά', 'ὁ', 'γράμμα'], ['ὁ', 'ὁ', 'πᾶς', 'περίβλεπτος', 'καί', 'τιμάξιος', 'ἀδελφός', 'Παπᾶς', 'πάγαρχος', 'Ἀπώλλων', 'Ἄνας', '_', '']]"
1188,-3,-3,Arsinoites,"Πανακέστ[ωρ] [Ζήνωνι] [χαίρειν] [.] ἔσθοντες , παραβάλλ[ομεν] [δὲ] καθὰ γέγραφας . (ἔτους) λ , Μεχεὶρ κη . Πανακέστωρ .","[['Πανακέστωρ', 'Ζήνων', 'χαίρω', '.', ''], ['_', ''], ['_', 'ἐσθίω', ',', 'παραβάλλω', 'δέ', '_', ''], ['_', 'καθά', 'γράφω', '.', ''], ['ἔτος', 'λ#', ',', 'Μεχείρ', 'κη#', '.', ''], ['Πανακέστωρ', '.', '']]"
40857,-1,-1,Theadelpheia,"Πετεσο(ῦχος) λογε(υτὴς) Ὀννώ(φρει) Πετεσο(ύχου) χαίρειν . δὸς Πολίω̣ι̣ ἀργ(υρίου) (δραχμὰς) δ , (γίνονται) ἀργ(υρίου) (δραχμαὶ) δ . (ἔτους) κδ , Τῦβ(ι) ιε .","[['Πετεσοῦχος', 'λογευτής', 'Ὀννωφρις', 'Πετεσουχος', 'χαίρω', '.', ''], ['δίδωμι', 'Πόλιος', 'ἀργύριον', 'δραχμή', 'δ#', ',', 'γίγνομαι', 'ἀργύριον', 'δραχμή', 'δ#', '.'], ['ἔτος', 'κδ#', ',', 'Τῦβι', 'ιε#', '.', '']]"
23372,-1,1,Herakleopolites,Θέωνι τῶι φιλτάτωι πλεῖστα χα(ίρειν) · καὶ Ἀπερῶτα τὸν πατέρα σοι* διʼ ἑτέρα(ς) [ἐ]πιστολῆς φιλοτιμότατα γεγραφηκέναι τὴν ὑμῶν . καὶ σπουδάσα̣ι̣ τινα μητρὸς και πρ[οσ]επιπαρακαλῶ{ι} ὑπὲρ αὐτῆς αὐτὴν καὶ τὰ αὐτ\ῇ/ ὑπάρχοντα καὶ μηδὲν · συνεργή-[σ]ας δὲ αὐτῇ <ε>ἰς τὴν ἡμετέραν καταλογὴν καὶ τὴν τοῦ πατρὸς <ε>ἰς τὸ μηδὲν αὐτὴν ὅπως περ̣ι̣γ̣ε̣νομένη ἀνθομολογηστ(…) ἐσχηκυῖα ἅπαντα τὰ παρά σου δίκαια · πρὸ [δὲ] [πάντων] ἐπιμέλου σεα<υ>τοῦ ἵνα ὑγιαίνῃς Θέωνι,"[['_', 'Θέων', 'ὁ', 'φίλος', 'πολύς', 'χαίρω', '·', ''], ['_', 'καί', 'Ἀπερῶς', 'ὁ', 'πατήρ', 'σύ', 'διά', 'ἕτερος', 'ἐπιστολή', 'φιλότιμος', 'γράφω', 'ὁ', '_', '_', 'σύ', '_', '.', ''], ['καί', 'σπουδάζω', '_', 'τις', 'μήτηρ', '_', '_', '_', 'προσεπιπαρακαλέω', 'ὑπέρ', 'αὐτός', '_', 'αὐτός', 'καί', 'ὁ', 'αὐτός', 'ὑπάρχω', 'καί', 'μηδείς', '_', '·'], ['συνεργέω', 'δέ', 'αὐτός', 'εἰς', 'ὁ', 'ἡμέτερος', 'καταλογή', 'καί', 'ὁ', 'ὁ', 'πατήρ', 'εἰς', 'ὁ', 'μηδείς', 'αὐτός', '_', 'ὅπως', 'περιγίγνομαι', '_', 'ἔχω', 'ἅπας', 'ὁ', 'παρά', 'σύ', 'δίκαιος', '·', ''], ['πρό', 'δέ', 'πᾶς', 'ἐπιμελέομαι', 'σεαυτοῦ', 'ἵνα', 'ὑγιαίνω', '_'], ['_', ''], ['_', 'Θέων', '']]"
10026,4,4,Arsinoites,"τῷ δεσπότῃ μου καὶ πάτρωνι πραιπο[σ]ίτῳ Εὐλόγιος̣ (δεκαδάρ)χ(ης) ἐν κ(υρί)ῳ χαί(ρειν) . καθὼς ἀπέστιλας* Σύρον τὸν στρα-τιώτην πρός με ἕνεκεν τῶν ἡμετέρων στρατιωτῶν καὶ τον* ἐπιμελητην* , ἀπέστιλα* εὐθέως τοὺς στρατιώτας ἐπὶ τὰ κάστρα , ο* δὲ ἐπ[ι]μ̣ε̣λητης* εὗρον αὐτὸν ὀφφικιάλιον τ̣ο̣ῦ ἡγε̣μόνος̣ κατέχοντα αὐ̣τ̣ὸν διὰ̣ τ̣[ὸ] πᾶ̣ν τοῦ σίτου οὗ ὑπεδέξατο̣ , [κ]αὶ ἀπά̣γ̣ε̣ιν̣ ἔγραψεν καὶ ὁ ἐξάκτ[ω]ρ μετ̣ὰ̣ δη̣μ̣ο̣[σ]ίων δύο , καὶ οὕτως ἦρται ἐπὶ τῆς π̣[όλεως?] διὰ τὴν ἐπιδημίαν τοῦ ἡ̣γε̣μώνος* . καὶ μετὰ δύο η῾μέρας \φέρω/⟦αερω⟧ αὐτὸν ἐπὶ τὰ κάστρα καὶ ἐποίησα αὐτ̣ὸ̣ν̣ δοῦναι γράμματα πρὸς τοὺς̣ τῆ̣[ς] Θεο-ξενίδος διὰ τὴν ἐμβολὴν τῆς κρι̣θῆς . ἀπέστιλα* διὰ Κιαλῆ σάκκο̣υ̣ς̣ δέκα , καὶ ἀντίγραψάν μοι διὰ τὴ[ν] ἐμβολὴν̣ τῆς κριθῆς , καὶ ἐὰν κε̣λ̣[εύσ]ῃς ἀνελθῖν* μοι* ἐπὶ τὰ κάστρ̣[α] . ἐρρῶσθαι εὔχ̣[ομα]ι πολλοῖς \χρ̣ό̣ν̣[οις]/⟦κ(υριε)⟧ κύρ̣ιε πάτρων . τῷ δε̣σ̣π̣ότῃ μ̣ο̣υ καὶ π̣ά̣τρω̣νι πραιποσίτῳ Ε̣ὐ̣λ̣όγιος (δεκαδάρ)χ(ης)","[['ὁ', 'δεσπότης', 'ἐγώ', 'καί', 'πάτρων', 'πραιπόσιτος', 'Εὐλόγιος', 'δεκαδάρχης', 'ἐν', 'κύριος', 'χαίρω', '.', ''], ['καθώς', 'ἀποστέλλω', 'Σύρος', 'ὁ', 'στρατιώτης', 'πρός', 'ἐγώ', 'ἕνεκα', 'ὁ', 'ἡμέτερος', 'στρατιώτης', 'καί', 'ὁ', 'ἐπιμελητής', ',', 'ἀποστέλλω', 'εὐθύς', 'ὁ', 'στρατιώτης', 'ἐπί', 'ὁ', 'κάστρον', ',', 'ὁ', 'δέ', 'ἐπιμελητής', 'εὑρίσκω', 'αὐτός', 'ὀφφικιάλιος', 'ὁ', 'ἡγεμών', 'κατέχω', 'αὐτός', 'διά', 'ὁ', 'πᾶς', 'ὁ', 'σῖτος', 'ὅς', 'ὑποδέχομαι', ',', 'καί', 'ἀπάγω', 'γράφω', 'καί', 'ὁ', 'ἐξάκτωρ', 'μετά', 'δημόσιος', 'δύο', ',', 'καί', 'οὕτως', 'ἀείρω', 'ἐπί', 'ὁ', 'πόλις', 'διά', 'ὁ', 'ἐπιδημία', 'ὁ', 'ἡγεμών', '.', ''], ['καί', 'μετά', 'δύο', 'ἡμέρα', 'φέρω', 'αὐτός', 'ἐπί', 'ὁ', 'κάστρον', 'καί', 'ποιέω', 'αὐτός', 'δίδωμι', 'γράμμα', 'πρός', 'ὁ', 'ὁ', 'Θεοξενίς', 'διά', 'ὁ', 'ἐμβολή', 'ὁ', 'κριθή', '.'], ['ἀποστέλλω', 'διά', 'Κιαλεύς', 'σάκκος', 'δέκα', ',', 'καί', 'ἀντιγράφω', 'ἐγώ', 'διά', 'ὁ', 'ἐμβολή', 'ὁ', 'κριθή', ',', 'καί', 'ἐάν', 'κελεύω', 'ἀνέρχομαι', 'ἐγώ', 'ἐπί', 'ὁ', 'κάστρον', '.'], ['ῥώννυμι', 'εὔχομαι', 'πολύς', 'χρόνος', 'κύριος', 'πάτρων', '.'], ['ὁ', 'δεσπότης', 'ἐγώ', 'καί', 'πάτρων', 'πραιπόσιτος', 'Εὐλόγιος', 'δεκαδάρχης', '']]"
29830,2,2,Elephantine,Παχομπ[αοννῶφριος] Ὀννῶ[φρι] [Σερήνου] χ̣αίρ̣[ειν] [.] [ἐξωδ(ίασον)],"[['Παχομπαοννῶφρις', 'Ὀννῶφρις', 'Σερῆνος', 'χαίρω', '.', ''], ['ἐξωδιάω', '_']]"
116612,7,7,Abu Mena,παράσχου Γεωργις* θυρουροῦ* (καὶ) υἱοῦ* αὐτ(οῦ) (ὑπὲρ) τρυγ(…) κ(όλλα)θ(ον) α ἕν,"[['παρέχω', 'Γεώργιος', 'θυρωρός', 'καί', 'υἱός', 'αὐτός', 'ὑπέρ', '_', 'κόλλαθον', 'α#', 'εἷς']]"
144952,2,2,Didymoi,"Φιλοκ̣[λ]ῆς Ἀυειζ̣[ινα?]* [τῷ] [τι]-μιωτάτῳ πλῖσ[τα]* [χαίρειν] [·] κόμισε* ἀπὸ τῶν ὀν̣[ηλατῶν] δέσμας χράνβης* τ̣[ρεῖς] [ὧν] δώσις* Ἰουλίῳ μίαν καὶ̣ [Τι]-μοθύῳ* μίαν καί συ* μίαν ἐκ τῶν τ̣ριῶ<ν> . κόμισε* καὶ ἄλ-λην μ̣ί̣α̣ν̣ , αἳ̣ γίνοντε* τέσσε-ρας* [ὧν] [σ]ο̣ι̣ λ̣ή̣νψῃ* δύω* καὶ Ἰουλί̣ῳ̣ μ̣ί̣α̣ν καὶ Τιμοθύῳ* μίαν [καθώς] μ̣οι ἐνετίλου* . ἀσπάζο̣υ̣ Ἰ̣ο̣ύλιν καὶ -θυω* κ̣α̣ὶ̣ πάντας το[ὺς] [παρ’] [ἡ]-μῶν .","[['Φιλοκλῆς', 'Ἀυιζινα', 'ὁ', 'τίμιος', 'πολύς', 'χαίρω', '·', ''], ['κομίζω', 'ἀπό', 'ὁ', 'ὀνηλάτης', 'δέσμη', 'κράμβη', 'τρεῖς', 'ὅς', 'δίδωμι', 'Ἰούλιος', 'εἷς', 'καί', 'Τιμόθεος', 'εἷς', 'καί', 'σύ', 'εἷς', 'ἐκ', 'ὁ', 'τρεῖς', '.', '', ''], ['κομίζω', 'καί', 'ἄλλος', 'εἷς', ',', 'ὅς', 'γίγνομαι', 'τέσσαρες', 'ὅς', 'σύ', 'λαμβάνω', 'δύο', 'καί', 'Ἰούλιος', 'εἷς', 'καί', 'Τιμόθεος', 'εἷς', 'καθώς', 'ἐγώ', 'ἐντέλλω', '.', '', ''], ['ἀσπάζομαι', 'Ἰούλις', 'καί', 'Τιμόθεος', 'καί', 'πᾶς', 'ὁ', 'παρά', 'ἐγώ', '.']]"
